dataset,fold,repeat,method,scenario,severity,progress_auc
tep,0,0,WDI-1NN,late_time_delay,0.3,0.5733333333333334
tep,0,0,WDI-1NN,late_time_delay,0.4,0.5191666666666667
tep,0,0,WDI-1NN,late_time_delay,0.5,0.4816666666666667
tep,0,0,WDI-1NN,late_time_delay,0.6,0.49416666666666664
tep,0,0,WDI-1NN,late_time_delay,0.7,0.5241666666666667
tep,0,0,WDI-1NN,late_time_delay,0.8,0.4991666666666667
tep,0,0,WDI-1NN,late_time_delay,0.9,0.4749999999999999
tep,0,0,WDI-1NN,missing_events,0.0,0.5741666666666667
tep,0,0,WDI-1NN,missing_events,0.05,0.5735833333333333
tep,0,0,WDI-1NN,missing_events,0.1,0.56825
tep,0,0,WDI-1NN,missing_events,0.15,0.5651666666666667
tep,0,0,WDI-1NN,missing_events,0.2,0.55725
tep,0,0,WDI-1NN,missing_events,0.25,0.5510833333333333
tep,0,0,WDI-1NN,missing_events,0.3,0.5480833333333334
tep,0,0,WDI-1NN,missing_events,0.4,0.5355833333333333
tep,0,0,WDI-1NN,missing_events,0.5,0.5129166666666667
tep,0,0,WDI-1NN,missing_events,0.6,0.4725
tep,0,0,WDI-1NN,missing_events,0.7,0.43583333333333335
tep,0,0,WDI-1NN,missing_events,0.8,0.39675
tep,0,0,WDI-1NN,missing_events,0.9,0.36074999999999996
tep,0,0,WDI-1NN,mixed_missing_spurious,0.0,0.5741666666666667
tep,0,0,WDI-1NN,mixed_missing_spurious,0.05,0.5735833333333333
tep,0,0,WDI-1NN,mixed_missing_spurious,0.1,0.5674166666666667
tep,0,0,WDI-1NN,mixed_missing_spurious,0.15,0.5623333333333334
tep,0,0,WDI-1NN,mixed_missing_spurious,0.2,0.5605833333333333
tep,0,0,WDI-1NN,mixed_missing_spurious,0.25,0.5565833333333333
tep,0,0,WDI-1NN,mixed_missing_spurious,0.3,0.5401666666666667
tep,0,0,WDI-1NN,mixed_missing_spurious,0.4,0.5293333333333333
tep,0,0,WDI-1NN,mixed_missing_spurious,0.5,0.49816666666666665
tep,0,0,WDI-1NN,mixed_missing_spurious,0.6,0.46858333333333335
tep,0,0,WDI-1NN,mixed_missing_spurious,0.7,0.42358333333333337
tep,0,0,WDI-1NN,mixed_missing_spurious,0.8,0.39225
tep,0,0,WDI-1NN,mixed_missing_spurious,0.9,0.3409166666666667
tep,0,0,WDI-1NN,mixed_spurious_timing_late,0.0,0.5741666666666667
tep,0,0,WDI-1NN,mixed_spurious_timing_late,0.05,0.5648333333333334
tep,0,0,WDI-1NN,mixed_spurious_timing_late,0.1,0.5805833333333333
tep,0,0,WDI-1NN,mixed_spurious_timing_late,0.15,0.5780833333333334
tep,0,0,WDI-1NN,mixed_spurious_timing_late,0.2,0.5506666666666667
tep,0,0,WDI-1NN,mixed_spurious_timing_late,0.25,0.5305833333333333
tep,0,0,WDI-1NN,mixed_spurious_timing_late,0.3,0.5485833333333333
tep,0,0,WDI-1NN,mixed_spurious_timing_late,0.4,0.49466666666666664
tep,0,0,WDI-1NN,mixed_spurious_timing_late,0.5,0.48033333333333333
tep,0,0,WDI-1NN,mixed_spurious_timing_late,0.6,0.4619166666666666
tep,0,0,WDI-1NN,mixed_spurious_timing_late,0.7,0.46799999999999997
tep,0,0,WDI-1NN,mixed_spurious_timing_late,0.8,0.4344166666666667
tep,0,0,WDI-1NN,mixed_spurious_timing_late,0.9,0.3845
tep,0,0,WDI-1NN,spurious_events,0.0,0.5741666666666667
tep,0,0,WDI-1NN,spurious_events,0.05,0.5744166666666667
tep,0,0,WDI-1NN,spurious_events,0.1,0.56875
tep,0,0,WDI-1NN,spurious_events,0.15,0.5738333333333333
tep,0,0,WDI-1NN,spurious_events,0.2,0.5705
tep,0,0,WDI-1NN,spurious_events,0.25,0.56725
tep,0,0,WDI-1NN,spurious_events,0.3,0.5691666666666667
tep,0,0,WDI-1NN,spurious_events,0.4,0.545
tep,0,0,WDI-1NN,spurious_events,0.5,0.5310833333333334
tep,0,0,WDI-1NN,spurious_events,0.6,0.5165000000000001
tep,0,0,WDI-1NN,spurious_events,0.7,0.4948333333333333
tep,0,0,WDI-1NN,spurious_events,0.8,0.47733333333333333
tep,0,0,WDI-1NN,spurious_events,0.9,0.4628333333333334
tep,0,0,WDI-1NN,timing_uncertainty,0.0,0.5741666666666667
tep,0,0,WDI-1NN,timing_uncertainty,0.05,0.5724166666666667
tep,0,0,WDI-1NN,timing_uncertainty,0.1,0.568
tep,0,0,WDI-1NN,timing_uncertainty,0.15,0.5718333333333333
tep,0,0,WDI-1NN,timing_uncertainty,0.2,0.57
tep,0,0,WDI-1NN,timing_uncertainty,0.25,0.5695833333333333
tep,0,0,WDI-1NN,timing_uncertainty,0.3,0.5681666666666666
tep,0,0,WDI-1NN,timing_uncertainty,0.4,0.5680833333333334
tep,0,0,WDI-1NN,timing_uncertainty,0.5,0.5710833333333333
tep,0,0,WDI-1NN,timing_uncertainty,0.6,0.5705833333333333
tep,0,0,WDI-1NN,timing_uncertainty,0.7,0.5745
tep,0,0,WDI-1NN,timing_uncertainty,0.8,0.578
tep,0,0,WDI-1NN,timing_uncertainty,0.9,0.5786666666666667
tep,1,0,ACM-SVM,late_time_delay,0.0,0.645
tep,1,0,ACM-SVM,late_time_delay,0.05,0.5725
tep,1,0,ACM-SVM,late_time_delay,0.1,0.5833333333333334
tep,1,0,ACM-SVM,late_time_delay,0.15,0.5475
tep,1,0,ACM-SVM,late_time_delay,0.2,0.5166666666666667
tep,1,0,ACM-SVM,late_time_delay,0.25,0.5141666666666667
tep,1,0,ACM-SVM,late_time_delay,0.3,0.5366666666666667
tep,1,0,ACM-SVM,late_time_delay,0.4,0.4691666666666667
tep,1,0,ACM-SVM,late_time_delay,0.5,0.43583333333333335
tep,1,0,ACM-SVM,late_time_delay,0.6,0.39666666666666667
tep,1,0,ACM-SVM,late_time_delay,0.7,0.3741666666666667
tep,1,0,ACM-SVM,late_time_delay,0.8,0.40166666666666667
tep,1,0,ACM-SVM,late_time_delay,0.9,0.3499999999999999
tep,1,0,ACM-SVM,missing_events,0.0,0.645
tep,1,0,ACM-SVM,missing_events,0.05,0.6149166666666667
tep,1,0,ACM-SVM,missing_events,0.1,0.58775
tep,1,0,ACM-SVM,missing_events,0.15,0.56175
tep,1,0,ACM-SVM,missing_events,0.2,0.5444166666666667
tep,1,0,ACM-SVM,missing_events,0.25,0.5285
tep,1,0,ACM-SVM,missing_events,0.3,0.5184166666666666
tep,1,0,ACM-SVM,missing_events,0.4,0.48608333333333337
tep,1,0,ACM-SVM,missing_events,0.5,0.45683333333333337
tep,1,0,ACM-SVM,missing_events,0.6,0.43516666666666665
tep,1,0,ACM-SVM,missing_events,0.7,0.4138333333333333
tep,1,0,ACM-SVM,missing_events,0.8,0.37716666666666665
tep,1,0,ACM-SVM,missing_events,0.9,0.32841666666666663
tep,1,0,ACM-SVM,mixed_missing_spurious,0.0,0.645
tep,1,0,ACM-SVM,mixed_missing_spurious,0.05,0.5323333333333333
tep,1,0,ACM-SVM,mixed_missing_spurious,0.1,0.449
tep,1,0,ACM-SVM,mixed_missing_spurious,0.15,0.4078333333333333
tep,1,0,ACM-SVM,mixed_missing_spurious,0.2,0.3761666666666667
tep,1,0,ACM-SVM,mixed_missing_spurious,0.25,0.3585833333333333
tep,1,0,ACM-SVM,mixed_missing_spurious,0.3,0.34075000000000005
tep,1,0,ACM-SVM,mixed_missing_spurious,0.4,0.32458333333333333
tep,1,0,ACM-SVM,mixed_missing_spurious,0.5,0.3080833333333333
tep,1,0,ACM-SVM,mixed_missing_spurious,0.6,0.30533333333333335
tep,1,0,ACM-SVM,mixed_missing_spurious,0.7,0.31116666666666665
tep,1,0,ACM-SVM,mixed_missing_spurious,0.8,0.30241666666666667
tep,1,0,ACM-SVM,mixed_missing_spurious,0.9,0.3125
tep,1,0,ACM-SVM,mixed_spurious_timing_late,0.0,0.645
tep,1,0,ACM-SVM,mixed_spurious_timing_late,0.05,0.49966666666666665
tep,1,0,ACM-SVM,mixed_spurious_timing_late,0.1,0.44508333333333333
tep,1,0,ACM-SVM,mixed_spurious_timing_late,0.15,0.37074999999999997
tep,1,0,ACM-SVM,mixed_spurious_timing_late,0.2,0.33375
tep,1,0,ACM-SVM,mixed_spurious_timing_late,0.25,0.3169166666666667
tep,1,0,ACM-SVM,mixed_spurious_timing_late,0.3,0.29724999999999996
tep,1,0,ACM-SVM,mixed_spurious_timing_late,0.4,0.28950000000000004
tep,1,0,ACM-SVM,mixed_spurious_timing_late,0.5,0.28450000000000003
tep,1,0,ACM-SVM,mixed_spurious_timing_late,0.6,0.28275
tep,1,0,ACM-SVM,mixed_spurious_timing_late,0.7,0.24675
tep,1,0,ACM-SVM,mixed_spurious_timing_late,0.8,0.24925
tep,1,0,ACM-SVM,mixed_spurious_timing_late,0.9,0.2855
tep,1,0,ACM-SVM,spurious_events,0.0,0.645
tep,1,0,ACM-SVM,spurious_events,0.05,0.544
tep,1,0,ACM-SVM,spurious_events,0.1,0.46475
tep,1,0,ACM-SVM,spurious_events,0.15,0.4111666666666667
tep,1,0,ACM-SVM,spurious_events,0.2,0.3714166666666667
tep,1,0,ACM-SVM,spurious_events,0.25,0.3416666666666666
tep,1,0,ACM-SVM,spurious_events,0.3,0.32608333333333334
tep,1,0,ACM-SVM,spurious_events,0.4,0.2946666666666667
tep,1,0,ACM-SVM,spurious_events,0.5,0.26816666666666666
tep,1,0,ACM-SVM,spurious_events,0.6,0.24950000000000003
tep,1,0,ACM-SVM,spurious_events,0.7,0.24350000000000002
tep,1,0,ACM-SVM,spurious_events,0.8,0.24050000000000002
tep,1,0,ACM-SVM,spurious_events,0.9,0.22766666666666668
tep,1,0,ACM-SVM,timing_uncertainty,0.0,0.645
tep,1,0,ACM-SVM,timing_uncertainty,0.05,0.6491666666666667
tep,1,0,ACM-SVM,timing_uncertainty,0.1,0.6466666666666666
tep,1,0,ACM-SVM,timing_uncertainty,0.15,0.6315833333333333
tep,1,0,ACM-SVM,timing_uncertainty,0.2,0.6104166666666667
tep,1,0,ACM-SVM,timing_uncertainty,0.25,0.6060833333333333
tep,1,0,ACM-SVM,timing_uncertainty,0.3,0.5988333333333333
tep,1,0,ACM-SVM,timing_uncertainty,0.4,0.5836666666666667
tep,1,0,ACM-SVM,timing_uncertainty,0.5,0.5640833333333334
tep,1,0,ACM-SVM,timing_uncertainty,0.6,0.5464166666666667
tep,1,0,ACM-SVM,timing_uncertainty,0.7,0.5399999999999999
tep,1,0,ACM-SVM,timing_uncertainty,0.8,0.5323333333333333
tep,1,0,ACM-SVM,timing_uncertainty,0.9,0.5166666666666667
tep,1,0,CASIM-prefix,late_time_delay,0.0,0.9691666666666666
tep,1,0,CASIM-prefix,late_time_delay,0.05,0.7066666666666667
tep,1,0,CASIM-prefix,late_time_delay,0.1,0.7025
tep,1,0,CASIM-prefix,late_time_delay,0.15,0.6633333333333333
tep,1,0,CASIM-prefix,late_time_delay,0.2,0.6466666666666666
tep,1,0,CASIM-prefix,late_time_delay,0.25,0.5583333333333333
tep,1,0,CASIM-prefix,late_time_delay,0.3,0.5358333333333333
tep,1,0,CASIM-prefix,late_time_delay,0.4,0.5125
tep,1,0,CASIM-prefix,late_time_delay,0.5,0.44333333333333336
tep,1,0,CASIM-prefix,late_time_delay,0.6,0.3933333333333333
tep,1,0,CASIM-prefix,late_time_delay,0.7,0.2725
tep,1,0,CASIM-prefix,late_time_delay,0.8,0.22666666666666666
tep,1,0,CASIM-prefix,late_time_delay,0.9,0.225
tep,1,0,CASIM-prefix,missing_events,0.0,0.9691666666666666
tep,1,0,CASIM-prefix,missing_events,0.05,0.953
tep,1,0,CASIM-prefix,missing_events,0.1,0.93125
tep,1,0,CASIM-prefix,missing_events,0.15,0.9168333333333334
tep,1,0,CASIM-prefix,missing_events,0.2,0.8967499999999999
tep,1,0,CASIM-prefix,missing_events,0.25,0.8720833333333333
tep,1,0,CASIM-prefix,missing_events,0.3,0.8478333333333333
tep,1,0,CASIM-prefix,missing_events,0.4,0.7803333333333334
tep,1,0,CASIM-prefix,missing_events,0.5,0.7091666666666666
tep,1,0,CASIM-prefix,missing_events,0.6,0.63525
tep,1,0,CASIM-prefix,missing_events,0.7,0.5571666666666667
tep,1,0,CASIM-prefix,missing_events,0.8,0.44325
tep,1,0,CASIM-prefix,missing_events,0.9,0.3150833333333333
tep,1,0,CASIM-prefix,mixed_missing_spurious,0.0,0.9691666666666666
tep,1,0,CASIM-prefix,mixed_missing_spurious,0.05,0.9509166666666666
tep,1,0,CASIM-prefix,mixed_missing_spurious,0.1,0.9255833333333333
tep,1,0,CASIM-prefix,mixed_missing_spurious,0.15,0.891
tep,1,0,CASIM-prefix,mixed_missing_spurious,0.2,0.8689166666666667
tep,1,0,CASIM-prefix,mixed_missing_spurious,0.25,0.82775
tep,1,0,CASIM-prefix,mixed_missing_spurious,0.3,0.8070833333333334
tep,1,0,CASIM-prefix,mixed_missing_spurious,0.4,0.7479166666666667
tep,1,0,CASIM-prefix,mixed_missing_spurious,0.5,0.6743333333333333
tep,1,0,CASIM-prefix,mixed_missing_spurious,0.6,0.6173333333333333
tep,1,0,CASIM-prefix,mixed_missing_spurious,0.7,0.5604166666666667
tep,1,0,CASIM-prefix,mixed_missing_spurious,0.8,0.45816666666666667
tep,1,0,CASIM-prefix,mixed_missing_spurious,0.9,0.34525
tep,1,0,CASIM-prefix,mixed_spurious_timing_late,0.0,0.9691666666666666
tep,1,0,CASIM-prefix,mixed_spurious_timing_late,0.05,0.7050833333333334
tep,1,0,CASIM-prefix,mixed_spurious_timing_late,0.1,0.68975
tep,1,0,CASIM-prefix,mixed_spurious_timing_late,0.15,0.63275
tep,1,0,CASIM-prefix,mixed_spurious_timing_late,0.2,0.6043333333333333
tep,1,0,CASIM-prefix,mixed_spurious_timing_late,0.25,0.5005833333333333
tep,1,0,CASIM-prefix,mixed_spurious_timing_late,0.3,0.47816666666666663
tep,1,0,CASIM-prefix,mixed_spurious_timing_late,0.4,0.4208333333333334
tep,1,0,CASIM-prefix,mixed_spurious_timing_late,0.5,0.3755
tep,1,0,CASIM-prefix,mixed_spurious_timing_late,0.6,0.32325
tep,1,0,CASIM-prefix,mixed_spurious_timing_late,0.7,0.2836666666666667
tep,1,0,CASIM-prefix,mixed_spurious_timing_late,0.8,0.2789166666666667
tep,1,0,CASIM-prefix,mixed_spurious_timing_late,0.9,0.241
tep,1,0,CASIM-prefix,spurious_events,0.0,0.9691666666666666
tep,1,0,CASIM-prefix,spurious_events,0.05,0.9587500000000001
tep,1,0,CASIM-prefix,spurious_events,0.1,0.9508333333333333
tep,1,0,CASIM-prefix,spurious_events,0.15,0.9308333333333333
tep,1,0,CASIM-prefix,spurious_events,0.2,0.9162500000000001
tep,1,0,CASIM-prefix,spurious_events,0.25,0.9021666666666667
tep,1,0,CASIM-prefix,spurious_events,0.3,0.8777499999999999
tep,1,0,CASIM-prefix,spurious_events,0.4,0.8389166666666666
tep,1,0,CASIM-prefix,spurious_events,0.5,0.79175
tep,1,0,CASIM-prefix,spurious_events,0.6,0.75775
tep,1,0,CASIM-prefix,spurious_events,0.7,0.7190833333333333
tep,1,0,CASIM-prefix,spurious_events,0.8,0.6939166666666666
tep,1,0,CASIM-prefix,spurious_events,0.9,0.66375
tep,1,0,CASIM-prefix,timing_uncertainty,0.0,0.9691666666666666
tep,1,0,CASIM-prefix,timing_uncertainty,0.05,0.9683333333333334
tep,1,0,CASIM-prefix,timing_uncertainty,0.1,0.9656666666666668
tep,1,0,CASIM-prefix,timing_uncertainty,0.15,0.9625
tep,1,0,CASIM-prefix,timing_uncertainty,0.2,0.9599166666666666
tep,1,0,CASIM-prefix,timing_uncertainty,0.25,0.9523333333333334
tep,1,0,CASIM-prefix,timing_uncertainty,0.3,0.9464166666666666
tep,1,0,CASIM-prefix,timing_uncertainty,0.4,0.9346666666666668
tep,1,0,CASIM-prefix,timing_uncertainty,0.5,0.9205
tep,1,0,CASIM-prefix,timing_uncertainty,0.6,0.9034166666666668
tep,1,0,CASIM-prefix,timing_uncertainty,0.7,0.89425
tep,1,0,CASIM-prefix,timing_uncertainty,0.8,0.8709166666666667
tep,1,0,CASIM-prefix,timing_uncertainty,0.9,0.85575
tep,1,0,EAC-1NN,late_time_delay,0.0,0.7908333333333334
tep,1,0,EAC-1NN,late_time_delay,0.05,0.8016666666666667
tep,1,0,EAC-1NN,late_time_delay,0.1,0.8183333333333334
tep,1,0,EAC-1NN,late_time_delay,0.15,0.8075
tep,1,0,EAC-1NN,late_time_delay,0.2,0.8125
tep,1,0,EAC-1NN,late_time_delay,0.25,0.8225000000000001
tep,1,0,EAC-1NN,late_time_delay,0.3,0.8233333333333334
tep,1,0,EAC-1NN,late_time_delay,0.4,0.7866666666666666
tep,1,0,EAC-1NN,late_time_delay,0.5,0.8341666666666666
tep,1,0,EAC-1NN,late_time_delay,0.6,0.8075000000000001
tep,1,0,EAC-1NN,late_time_delay,0.7,0.7491666666666666
tep,1,0,EAC-1NN,late_time_delay,0.8,0.7108333333333333
tep,1,0,EAC-1NN,late_time_delay,0.9,0.62
tep,1,0,EAC-1NN,missing_events,0.0,0.7908333333333334
tep,1,0,EAC-1NN,missing_events,0.05,0.79
tep,1,0,EAC-1NN,missing_events,0.1,0.7901666666666666
tep,1,0,EAC-1NN,missing_events,0.15,0.7870833333333334
tep,1,0,EAC-1NN,missing_events,0.2,0.7879999999999999
tep,1,0,EAC-1NN,missing_events,0.25,0.7807499999999999
tep,1,0,EAC-1NN,missing_events,0.3,0.7780833333333333
tep,1,0,EAC-1NN,missing_events,0.4,0.7705000000000001
tep,1,0,EAC-1NN,missing_events,0.5,0.7447499999999999
tep,1,0,EAC-1NN,missing_events,0.6,0.7256666666666667
tep,1,0,EAC-1NN,missing_events,0.7,0.7016666666666667
tep,1,0,EAC-1NN,missing_events,0.8,0.6420833333333333
tep,1,0,EAC-1NN,missing_events,0.9,0.5376666666666666
tep,1,0,EAC-1NN,mixed_missing_spurious,0.0,0.7908333333333334
tep,1,0,EAC-1NN,mixed_missing_spurious,0.05,0.7844166666666667
tep,1,0,EAC-1NN,mixed_missing_spurious,0.1,0.7753333333333333
tep,1,0,EAC-1NN,mixed_missing_spurious,0.15,0.7631666666666667
tep,1,0,EAC-1NN,mixed_missing_spurious,0.2,0.7522500000000001
tep,1,0,EAC-1NN,mixed_missing_spurious,0.25,0.73425
tep,1,0,EAC-1NN,mixed_missing_spurious,0.3,0.735
tep,1,0,EAC-1NN,mixed_missing_spurious,0.4,0.7108333333333334
tep,1,0,EAC-1NN,mixed_missing_spurious,0.5,0.66525
tep,1,0,EAC-1NN,mixed_missing_spurious,0.6,0.63875
tep,1,0,EAC-1NN,mixed_missing_spurious,0.7,0.6035833333333334
tep,1,0,EAC-1NN,mixed_missing_spurious,0.8,0.54525
tep,1,0,EAC-1NN,mixed_missing_spurious,0.9,0.47608333333333336
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.0,0.7908333333333334
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.05,0.7963333333333332
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.1,0.805
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.15,0.7805
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.2,0.7806666666666667
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.25,0.7679166666666667
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.3,0.7611666666666667
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.4,0.71525
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.5,0.7190833333333333
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.6,0.6803333333333333
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.7,0.6175833333333334
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.8,0.5875
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.9,0.507
tep,1,0,EAC-1NN,spurious_events,0.0,0.7908333333333334
tep,1,0,EAC-1NN,spurious_events,0.05,0.78475
tep,1,0,EAC-1NN,spurious_events,0.1,0.7674166666666666
tep,1,0,EAC-1NN,spurious_events,0.15,0.7665000000000001
tep,1,0,EAC-1NN,spurious_events,0.2,0.7536666666666667
tep,1,0,EAC-1NN,spurious_events,0.25,0.7483333333333334
tep,1,0,EAC-1NN,spurious_events,0.3,0.7458333333333332
tep,1,0,EAC-1NN,spurious_events,0.4,0.7174999999999999
tep,1,0,EAC-1NN,spurious_events,0.5,0.7015833333333333
tep,1,0,EAC-1NN,spurious_events,0.6,0.6833333333333332
tep,1,0,EAC-1NN,spurious_events,0.7,0.6644166666666667
tep,1,0,EAC-1NN,spurious_events,0.8,0.6540833333333333
tep,1,0,EAC-1NN,spurious_events,0.9,0.6339166666666667
tep,1,0,EAC-1NN,timing_uncertainty,0.0,0.7908333333333334
tep,1,0,EAC-1NN,timing_uncertainty,0.05,0.7897500000000001
tep,1,0,EAC-1NN,timing_uncertainty,0.1,0.7911666666666667
tep,1,0,EAC-1NN,timing_uncertainty,0.15,0.7908333333333334
tep,1,0,EAC-1NN,timing_uncertainty,0.2,0.7905000000000001
tep,1,0,EAC-1NN,timing_uncertainty,0.25,0.7918333333333334
tep,1,0,EAC-1NN,timing_uncertainty,0.3,0.7875833333333334
tep,1,0,EAC-1NN,timing_uncertainty,0.4,0.7805833333333334
tep,1,0,EAC-1NN,timing_uncertainty,0.5,0.7870833333333334
tep,1,0,EAC-1NN,timing_uncertainty,0.6,0.7896666666666666
tep,1,0,EAC-1NN,timing_uncertainty,0.7,0.7898333333333333
tep,1,0,EAC-1NN,timing_uncertainty,0.8,0.7949166666666666
tep,1,0,EAC-1NN,timing_uncertainty,0.9,0.7911666666666667
tep,1,0,JAC-1NN,late_time_delay,0.0,0.83
tep,1,0,JAC-1NN,late_time_delay,0.05,0.7641666666666667
tep,1,0,JAC-1NN,late_time_delay,0.1,0.7583333333333333
tep,1,0,JAC-1NN,late_time_delay,0.15,0.7533333333333333
tep,1,0,JAC-1NN,late_time_delay,0.2,0.755
tep,1,0,JAC-1NN,late_time_delay,0.25,0.7875
tep,1,0,JAC-1NN,late_time_delay,0.3,0.8158333333333334
tep,1,0,JAC-1NN,late_time_delay,0.4,0.7091666666666666
tep,1,0,JAC-1NN,late_time_delay,0.5,0.65
tep,1,0,JAC-1NN,late_time_delay,0.6,0.6033333333333334
tep,1,0,JAC-1NN,late_time_delay,0.7,0.4583333333333333
tep,1,0,JAC-1NN,late_time_delay,0.8,0.42416666666666664
tep,1,0,JAC-1NN,late_time_delay,0.9,0.36000000000000004
tep,1,0,JAC-1NN,missing_events,0.0,0.83
tep,1,0,JAC-1NN,missing_events,0.05,0.8254999999999999
tep,1,0,JAC-1NN,missing_events,0.1,0.8188333333333334
tep,1,0,JAC-1NN,missing_events,0.15,0.8125
tep,1,0,JAC-1NN,missing_events,0.2,0.809
tep,1,0,JAC-1NN,missing_events,0.25,0.8019166666666666
tep,1,0,JAC-1NN,missing_events,0.3,0.80025
tep,1,0,JAC-1NN,missing_events,0.4,0.7690833333333332
tep,1,0,JAC-1NN,missing_events,0.5,0.7406666666666667
tep,1,0,JAC-1NN,missing_events,0.6,0.6970833333333334
tep,1,0,JAC-1NN,missing_events,0.7,0.64225
tep,1,0,JAC-1NN,missing_events,0.8,0.5625833333333333
tep,1,0,JAC-1NN,missing_events,0.9,0.42824999999999996
tep,1,0,JAC-1NN,mixed_missing_spurious,0.0,0.83
tep,1,0,JAC-1NN,mixed_missing_spurious,0.05,0.8184166666666667
tep,1,0,JAC-1NN,mixed_missing_spurious,0.1,0.8013333333333333
tep,1,0,JAC-1NN,mixed_missing_spurious,0.15,0.78625
tep,1,0,JAC-1NN,mixed_missing_spurious,0.2,0.7584166666666666
tep,1,0,JAC-1NN,mixed_missing_spurious,0.25,0.74825
tep,1,0,JAC-1NN,mixed_missing_spurious,0.3,0.7275833333333334
tep,1,0,JAC-1NN,mixed_missing_spurious,0.4,0.68525
tep,1,0,JAC-1NN,mixed_missing_spurious,0.5,0.6507499999999999
tep,1,0,JAC-1NN,mixed_missing_spurious,0.6,0.6222500000000001
tep,1,0,JAC-1NN,mixed_missing_spurious,0.7,0.5793333333333334
tep,1,0,JAC-1NN,mixed_missing_spurious,0.8,0.51575
tep,1,0,JAC-1NN,mixed_missing_spurious,0.9,0.4295
tep,1,0,JAC-1NN,mixed_spurious_timing_late,0.0,0.83
tep,1,0,JAC-1NN,mixed_spurious_timing_late,0.05,0.7541666666666668
tep,1,0,JAC-1NN,mixed_spurious_timing_late,0.1,0.7410833333333334
tep,1,0,JAC-1NN,mixed_spurious_timing_late,0.15,0.72275
tep,1,0,JAC-1NN,mixed_spurious_timing_late,0.2,0.706
tep,1,0,JAC-1NN,mixed_spurious_timing_late,0.25,0.7064166666666667
tep,1,0,JAC-1NN,mixed_spurious_timing_late,0.3,0.7219166666666667
tep,1,0,JAC-1NN,mixed_spurious_timing_late,0.4,0.6555833333333333
tep,1,0,JAC-1NN,mixed_spurious_timing_late,0.5,0.6190833333333333
tep,1,0,JAC-1NN,mixed_spurious_timing_late,0.6,0.5775
tep,1,0,JAC-1NN,mixed_spurious_timing_late,0.7,0.5169166666666667
tep,1,0,JAC-1NN,mixed_spurious_timing_late,0.8,0.48124999999999996
tep,1,0,JAC-1NN,mixed_spurious_timing_late,0.9,0.3845
tep,1,0,JAC-1NN,spurious_events,0.0,0.83
tep,1,0,JAC-1NN,spurious_events,0.05,0.81875
tep,1,0,JAC-1NN,spurious_events,0.1,0.7998333333333334
tep,1,0,JAC-1NN,spurious_events,0.15,0.7843333333333332
tep,1,0,JAC-1NN,spurious_events,0.2,0.7638333333333334
tep,1,0,JAC-1NN,spurious_events,0.25,0.7295833333333333
tep,1,0,JAC-1NN,spurious_events,0.3,0.6968333333333333
tep,1,0,JAC-1NN,spurious_events,0.4,0.6460833333333333
tep,1,0,JAC-1NN,spurious_events,0.5,0.6020833333333333
tep,1,0,JAC-1NN,spurious_events,0.6,0.5495
tep,1,0,JAC-1NN,spurious_events,0.7,0.5054166666666667
tep,1,0,JAC-1NN,spurious_events,0.8,0.49491666666666667
tep,1,0,JAC-1NN,spurious_events,0.9,0.4618333333333333
tep,1,0,JAC-1NN,timing_uncertainty,0.0,0.83
tep,1,0,JAC-1NN,timing_uncertainty,0.05,0.8295
tep,1,0,JAC-1NN,timing_uncertainty,0.1,0.8274166666666667
tep,1,0,JAC-1NN,timing_uncertainty,0.15,0.8305833333333332
tep,1,0,JAC-1NN,timing_uncertainty,0.2,0.8275
tep,1,0,JAC-1NN,timing_uncertainty,0.25,0.8265833333333333
tep,1,0,JAC-1NN,timing_uncertainty,0.3,0.827
tep,1,0,JAC-1NN,timing_uncertainty,0.4,0.8308333333333334
tep,1,0,JAC-1NN,timing_uncertainty,0.5,0.8331666666666666
tep,1,0,JAC-1NN,timing_uncertainty,0.6,0.8294166666666666
tep,1,0,JAC-1NN,timing_uncertainty,0.7,0.83675
tep,1,0,JAC-1NN,timing_uncertainty,0.8,0.8346666666666667
tep,1,0,JAC-1NN,timing_uncertainty,0.9,0.8382499999999999
tep,1,0,MBW-LR,late_time_delay,0.0,0.8691666666666666
tep,1,0,MBW-LR,late_time_delay,0.05,0.8158333333333333
tep,1,0,MBW-LR,late_time_delay,0.1,0.8858333333333333
tep,1,0,MBW-LR,late_time_delay,0.15,0.8516666666666667
tep,1,0,MBW-LR,late_time_delay,0.2,0.8258333333333333
tep,1,0,MBW-LR,late_time_delay,0.25,0.8341666666666666
tep,1,0,MBW-LR,late_time_delay,0.3,0.8658333333333333
tep,1,0,MBW-LR,late_time_delay,0.4,0.7999999999999999
tep,1,0,MBW-LR,late_time_delay,0.5,0.8175
