dataset,fold,repeat,method,scenario,severity,progress,score,n
tep,1,0,CASIM-prefix,timing_uncertainty,0.3,0.6666667,0.992,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.3,0.8333333,0.9955,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.3,1.0,0.9995,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.4,0.1666667,0.8445,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.4,0.3333333,0.8445,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.4,0.5,0.9375,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.4,0.6666667,0.988,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.4,0.8333333,0.9945,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.4,1.0,0.999,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.5,0.1666667,0.81,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.5,0.3333333,0.81,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.5,0.5,0.9325,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.5,0.6666667,0.985,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.5,0.8333333,0.989,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.5,1.0,0.9965,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.6,0.1666667,0.772,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.6,0.3333333,0.772,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.6,0.5,0.923,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.6,0.6666667,0.982,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.6,0.8333333,0.9805,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.6,1.0,0.991,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.7,0.1666667,0.7525,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.7,0.3333333,0.7525,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.7,0.5,0.9205,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.7,0.6666667,0.9725,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.7,0.8333333,0.9825,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.7,1.0,0.985,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.8,0.1666667,0.6935,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.8,0.3333333,0.6935,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.8,0.5,0.9195,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.8,0.6666667,0.9675,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.8,0.8333333,0.9705,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.8,1.0,0.981,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.9,0.1666667,0.6555,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.9,0.3333333,0.6555,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.9,0.5,0.914,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.9,0.6666667,0.9665,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.9,0.8333333,0.968,2000
tep,1,0,CASIM-prefix,timing_uncertainty,0.9,1.0,0.975,2000
tep,1,0,EAC-1NN,late_time_delay,0.0,0.1666667,0.665,2000
tep,1,0,EAC-1NN,late_time_delay,0.0,0.3333333,0.665,2000
tep,1,0,EAC-1NN,late_time_delay,0.0,0.5,0.74,2000
tep,1,0,EAC-1NN,late_time_delay,0.0,0.6666667,0.815,2000
tep,1,0,EAC-1NN,late_time_delay,0.0,0.8333333,0.88,2000
tep,1,0,EAC-1NN,late_time_delay,0.0,1.0,0.98,2000
tep,1,0,EAC-1NN,late_time_delay,0.05,0.1666667,0.675,2000
tep,1,0,EAC-1NN,late_time_delay,0.05,0.3333333,0.675,2000
tep,1,0,EAC-1NN,late_time_delay,0.05,0.5,0.78,2000
tep,1,0,EAC-1NN,late_time_delay,0.05,0.6666667,0.82,2000
tep,1,0,EAC-1NN,late_time_delay,0.05,0.8333333,0.88,2000
tep,1,0,EAC-1NN,late_time_delay,0.05,1.0,0.98,2000
tep,1,0,EAC-1NN,late_time_delay,0.1,0.1666667,0.7,2000
tep,1,0,EAC-1NN,late_time_delay,0.1,0.3333333,0.7,2000
tep,1,0,EAC-1NN,late_time_delay,0.1,0.5,0.78,2000
tep,1,0,EAC-1NN,late_time_delay,0.1,0.6666667,0.845,2000
tep,1,0,EAC-1NN,late_time_delay,0.1,0.8333333,0.905,2000
tep,1,0,EAC-1NN,late_time_delay,0.1,1.0,0.98,2000
tep,1,0,EAC-1NN,late_time_delay,0.15,0.1666667,0.655,2000
tep,1,0,EAC-1NN,late_time_delay,0.15,0.3333333,0.655,2000
tep,1,0,EAC-1NN,late_time_delay,0.15,0.5,0.75,2000
tep,1,0,EAC-1NN,late_time_delay,0.15,0.6666667,0.86,2000
tep,1,0,EAC-1NN,late_time_delay,0.15,0.8333333,0.95,2000
tep,1,0,EAC-1NN,late_time_delay,0.15,1.0,0.975,2000
tep,1,0,EAC-1NN,late_time_delay,0.2,0.1666667,0.69,2000
tep,1,0,EAC-1NN,late_time_delay,0.2,0.3333333,0.69,2000
tep,1,0,EAC-1NN,late_time_delay,0.2,0.5,0.79,2000
tep,1,0,EAC-1NN,late_time_delay,0.2,0.6666667,0.865,2000
tep,1,0,EAC-1NN,late_time_delay,0.2,0.8333333,0.865,2000
tep,1,0,EAC-1NN,late_time_delay,0.2,1.0,0.975,2000
tep,1,0,EAC-1NN,late_time_delay,0.25,0.1666667,0.715,2000
tep,1,0,EAC-1NN,late_time_delay,0.25,0.3333333,0.715,2000
tep,1,0,EAC-1NN,late_time_delay,0.25,0.5,0.81,2000
tep,1,0,EAC-1NN,late_time_delay,0.25,0.6666667,0.81,2000
tep,1,0,EAC-1NN,late_time_delay,0.25,0.8333333,0.905,2000
tep,1,0,EAC-1NN,late_time_delay,0.25,1.0,0.98,2000
tep,1,0,EAC-1NN,late_time_delay,0.3,0.1666667,0.685,2000
tep,1,0,EAC-1NN,late_time_delay,0.3,0.3333333,0.685,2000
tep,1,0,EAC-1NN,late_time_delay,0.3,0.5,0.83,2000
tep,1,0,EAC-1NN,late_time_delay,0.3,0.6666667,0.83,2000
tep,1,0,EAC-1NN,late_time_delay,0.3,0.8333333,0.935,2000
tep,1,0,EAC-1NN,late_time_delay,0.3,1.0,0.975,2000
tep,1,0,EAC-1NN,late_time_delay,0.4,0.1666667,0.675,2000
tep,1,0,EAC-1NN,late_time_delay,0.4,0.3333333,0.675,2000
tep,1,0,EAC-1NN,late_time_delay,0.4,0.5,0.675,2000
tep,1,0,EAC-1NN,late_time_delay,0.4,0.6666667,0.865,2000
tep,1,0,EAC-1NN,late_time_delay,0.4,0.8333333,0.865,2000
tep,1,0,EAC-1NN,late_time_delay,0.4,1.0,0.965,2000
tep,1,0,EAC-1NN,late_time_delay,0.5,0.1666667,0.79,2000
tep,1,0,EAC-1NN,late_time_delay,0.5,0.3333333,0.79,2000
tep,1,0,EAC-1NN,late_time_delay,0.5,0.5,0.79,2000
tep,1,0,EAC-1NN,late_time_delay,0.5,0.6666667,0.79,2000
tep,1,0,EAC-1NN,late_time_delay,0.5,0.8333333,0.905,2000
tep,1,0,EAC-1NN,late_time_delay,0.5,1.0,0.94,2000
tep,1,0,EAC-1NN,late_time_delay,0.6,0.1666667,0.785,2000
tep,1,0,EAC-1NN,late_time_delay,0.6,0.3333333,0.785,2000
tep,1,0,EAC-1NN,late_time_delay,0.6,0.5,0.785,2000
tep,1,0,EAC-1NN,late_time_delay,0.6,0.6666667,0.785,2000
tep,1,0,EAC-1NN,late_time_delay,0.6,0.8333333,0.785,2000
tep,1,0,EAC-1NN,late_time_delay,0.6,1.0,0.92,2000
tep,1,0,EAC-1NN,late_time_delay,0.7,0.1666667,0.73,2000
tep,1,0,EAC-1NN,late_time_delay,0.7,0.3333333,0.73,2000
tep,1,0,EAC-1NN,late_time_delay,0.7,0.5,0.73,2000
tep,1,0,EAC-1NN,late_time_delay,0.7,0.6666667,0.73,2000
tep,1,0,EAC-1NN,late_time_delay,0.7,0.8333333,0.73,2000
tep,1,0,EAC-1NN,late_time_delay,0.7,1.0,0.845,2000
tep,1,0,EAC-1NN,late_time_delay,0.8,0.1666667,0.705,2000
tep,1,0,EAC-1NN,late_time_delay,0.8,0.3333333,0.705,2000
tep,1,0,EAC-1NN,late_time_delay,0.8,0.5,0.705,2000
tep,1,0,EAC-1NN,late_time_delay,0.8,0.6666667,0.705,2000
tep,1,0,EAC-1NN,late_time_delay,0.8,0.8333333,0.705,2000
tep,1,0,EAC-1NN,late_time_delay,0.8,1.0,0.74,2000
tep,1,0,EAC-1NN,late_time_delay,0.9,0.1666667,0.62,2000
tep,1,0,EAC-1NN,late_time_delay,0.9,0.3333333,0.62,2000
tep,1,0,EAC-1NN,late_time_delay,0.9,0.5,0.62,2000
tep,1,0,EAC-1NN,late_time_delay,0.9,0.6666667,0.62,2000
tep,1,0,EAC-1NN,late_time_delay,0.9,0.8333333,0.62,2000
tep,1,0,EAC-1NN,late_time_delay,0.9,1.0,0.62,2000
tep,1,0,EAC-1NN,missing_events,0.0,0.1666667,0.665,2000
tep,1,0,EAC-1NN,missing_events,0.0,0.3333333,0.665,2000
tep,1,0,EAC-1NN,missing_events,0.0,0.5,0.74,2000
tep,1,0,EAC-1NN,missing_events,0.0,0.6666667,0.815,2000
tep,1,0,EAC-1NN,missing_events,0.0,0.8333333,0.88,2000
tep,1,0,EAC-1NN,missing_events,0.0,1.0,0.98,2000
tep,1,0,EAC-1NN,missing_events,0.05,0.1666667,0.662,2000
tep,1,0,EAC-1NN,missing_events,0.05,0.3333333,0.662,2000
tep,1,0,EAC-1NN,missing_events,0.05,0.5,0.7475,2000
tep,1,0,EAC-1NN,missing_events,0.05,0.6666667,0.8145,2000
tep,1,0,EAC-1NN,missing_events,0.05,0.8333333,0.8775,2000
tep,1,0,EAC-1NN,missing_events,0.05,1.0,0.9765,2000
tep,1,0,EAC-1NN,missing_events,0.1,0.1666667,0.659,2000
tep,1,0,EAC-1NN,missing_events,0.1,0.3333333,0.659,2000
tep,1,0,EAC-1NN,missing_events,0.1,0.5,0.7515,2000
tep,1,0,EAC-1NN,missing_events,0.1,0.6666667,0.8185,2000
tep,1,0,EAC-1NN,missing_events,0.1,0.8333333,0.8755,2000
tep,1,0,EAC-1NN,missing_events,0.1,1.0,0.9775,2000
tep,1,0,EAC-1NN,missing_events,0.15,0.1666667,0.661,2000
tep,1,0,EAC-1NN,missing_events,0.15,0.3333333,0.661,2000
tep,1,0,EAC-1NN,missing_events,0.15,0.5,0.744,2000
tep,1,0,EAC-1NN,missing_events,0.15,0.6666667,0.8045,2000
tep,1,0,EAC-1NN,missing_events,0.15,0.8333333,0.8715,2000
tep,1,0,EAC-1NN,missing_events,0.15,1.0,0.9805,2000
tep,1,0,EAC-1NN,missing_events,0.2,0.1666667,0.6615,2000
tep,1,0,EAC-1NN,missing_events,0.2,0.3333333,0.6615,2000
tep,1,0,EAC-1NN,missing_events,0.2,0.5,0.748,2000
tep,1,0,EAC-1NN,missing_events,0.2,0.6666667,0.809,2000
tep,1,0,EAC-1NN,missing_events,0.2,0.8333333,0.875,2000
tep,1,0,EAC-1NN,missing_events,0.2,1.0,0.973,2000
tep,1,0,EAC-1NN,missing_events,0.25,0.1666667,0.6535,2000
tep,1,0,EAC-1NN,missing_events,0.25,0.3333333,0.6535,2000
tep,1,0,EAC-1NN,missing_events,0.25,0.5,0.7335,2000
tep,1,0,EAC-1NN,missing_events,0.25,0.6666667,0.8095,2000
tep,1,0,EAC-1NN,missing_events,0.25,0.8333333,0.8655,2000
tep,1,0,EAC-1NN,missing_events,0.25,1.0,0.969,2000
tep,1,0,EAC-1NN,missing_events,0.3,0.1666667,0.657,2000
tep,1,0,EAC-1NN,missing_events,0.3,0.3333333,0.657,2000
tep,1,0,EAC-1NN,missing_events,0.3,0.5,0.7335,2000
tep,1,0,EAC-1NN,missing_events,0.3,0.6666667,0.7905,2000
tep,1,0,EAC-1NN,missing_events,0.3,0.8333333,0.8605,2000
tep,1,0,EAC-1NN,missing_events,0.3,1.0,0.97,2000
tep,1,0,EAC-1NN,missing_events,0.4,0.1666667,0.635,2000
tep,1,0,EAC-1NN,missing_events,0.4,0.3333333,0.635,2000
tep,1,0,EAC-1NN,missing_events,0.4,0.5,0.728,2000
tep,1,0,EAC-1NN,missing_events,0.4,0.6666667,0.804,2000
tep,1,0,EAC-1NN,missing_events,0.4,0.8333333,0.8615,2000
tep,1,0,EAC-1NN,missing_events,0.4,1.0,0.9595,2000
tep,1,0,EAC-1NN,missing_events,0.5,0.1666667,0.6115,2000
tep,1,0,EAC-1NN,missing_events,0.5,0.3333333,0.6115,2000
tep,1,0,EAC-1NN,missing_events,0.5,0.5,0.696,2000
tep,1,0,EAC-1NN,missing_events,0.5,0.6666667,0.765,2000
tep,1,0,EAC-1NN,missing_events,0.5,0.8333333,0.839,2000
tep,1,0,EAC-1NN,missing_events,0.5,1.0,0.9455,2000
tep,1,0,EAC-1NN,missing_events,0.6,0.1666667,0.5925,2000
tep,1,0,EAC-1NN,missing_events,0.6,0.3333333,0.5925,2000
tep,1,0,EAC-1NN,missing_events,0.6,0.5,0.673,2000
tep,1,0,EAC-1NN,missing_events,0.6,0.6666667,0.7545,2000
tep,1,0,EAC-1NN,missing_events,0.6,0.8333333,0.8145,2000
tep,1,0,EAC-1NN,missing_events,0.6,1.0,0.927,2000
tep,1,0,EAC-1NN,missing_events,0.7,0.1666667,0.5545,2000
tep,1,0,EAC-1NN,missing_events,0.7,0.3333333,0.5545,2000
tep,1,0,EAC-1NN,missing_events,0.7,0.5,0.661,2000
tep,1,0,EAC-1NN,missing_events,0.7,0.6666667,0.735,2000
tep,1,0,EAC-1NN,missing_events,0.7,0.8333333,0.7985,2000
tep,1,0,EAC-1NN,missing_events,0.7,1.0,0.9065,2000
tep,1,0,EAC-1NN,missing_events,0.8,0.1666667,0.4875,2000
tep,1,0,EAC-1NN,missing_events,0.8,0.3333333,0.4875,2000
tep,1,0,EAC-1NN,missing_events,0.8,0.5,0.596,2000
tep,1,0,EAC-1NN,missing_events,0.8,0.6666667,0.686,2000
tep,1,0,EAC-1NN,missing_events,0.8,0.8333333,0.7515,2000
tep,1,0,EAC-1NN,missing_events,0.8,1.0,0.844,2000
tep,1,0,EAC-1NN,missing_events,0.9,0.1666667,0.395,2000
tep,1,0,EAC-1NN,missing_events,0.9,0.3333333,0.395,2000
tep,1,0,EAC-1NN,missing_events,0.9,0.5,0.504,2000
tep,1,0,EAC-1NN,missing_events,0.9,0.6666667,0.5705,2000
tep,1,0,EAC-1NN,missing_events,0.9,0.8333333,0.628,2000
tep,1,0,EAC-1NN,missing_events,0.9,1.0,0.7335,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.0,0.1666667,0.665,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.0,0.3333333,0.665,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.0,0.5,0.74,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.0,0.6666667,0.815,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.0,0.8333333,0.88,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.0,1.0,0.98,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.05,0.1666667,0.653,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.05,0.3333333,0.653,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.05,0.5,0.74,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.05,0.6666667,0.804,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.05,0.8333333,0.8795,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.05,1.0,0.977,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.1,0.1666667,0.6425,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.1,0.3333333,0.6425,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.1,0.5,0.718,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.1,0.6666667,0.804,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.1,0.8333333,0.869,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.1,1.0,0.976,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.15,0.1666667,0.6225,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.15,0.3333333,0.6225,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.15,0.5,0.7075,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.15,0.6666667,0.8005,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.15,0.8333333,0.861,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.15,1.0,0.965,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.2,0.1666667,0.613,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.2,0.3333333,0.613,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.2,0.5,0.7055,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.2,0.6666667,0.781,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.2,0.8333333,0.8425,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.2,1.0,0.9585,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.25,0.1666667,0.5855,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.25,0.3333333,0.5855,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.25,0.5,0.681,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.25,0.6666667,0.766,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.25,0.8333333,0.8305,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.25,1.0,0.957,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.3,0.1666667,0.598,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.3,0.3333333,0.598,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.3,0.5,0.685,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.3,0.6666667,0.764,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.3,0.8333333,0.8185,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.3,1.0,0.9465,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.4,0.1666667,0.5805,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.4,0.3333333,0.5805,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.4,0.5,0.6455,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.4,0.6666667,0.7335,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.4,0.8333333,0.797,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.4,1.0,0.928,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.5,0.1666667,0.531,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.5,0.3333333,0.531,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.5,0.5,0.6175,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.5,0.6666667,0.6785,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.5,0.8333333,0.75,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.5,1.0,0.8835,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.6,0.1666667,0.51,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.6,0.3333333,0.51,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.6,0.5,0.585,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.6,0.6666667,0.6525,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.6,0.8333333,0.73,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.6,1.0,0.845,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.7,0.1666667,0.4915,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.7,0.3333333,0.4915,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.7,0.5,0.5575,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.7,0.6666667,0.6165,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.7,0.8333333,0.681,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.7,1.0,0.7835,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.8,0.1666667,0.4285,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.8,0.3333333,0.4285,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.8,0.5,0.5025,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.8,0.6666667,0.5635,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.8,0.8333333,0.627,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.8,1.0,0.7215,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.9,0.1666667,0.377,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.9,0.3333333,0.377,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.9,0.5,0.4515,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.9,0.6666667,0.4725,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.9,0.8333333,0.536,2000
tep,1,0,EAC-1NN,mixed_missing_spurious,0.9,1.0,0.6425,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.0,0.1666667,0.665,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.0,0.3333333,0.665,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.0,0.5,0.74,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.0,0.6666667,0.815,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.0,0.8333333,0.88,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.0,1.0,0.98,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.05,0.1666667,0.6685,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.05,0.3333333,0.6685,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.05,0.5,0.767,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.05,0.6666667,0.818,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.05,0.8333333,0.8785,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.05,1.0,0.9775,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.1,0.1666667,0.676,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.1,0.3333333,0.676,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.1,0.5,0.771,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.1,0.6666667,0.839,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.1,0.8333333,0.894,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.1,1.0,0.974,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.15,0.1666667,0.615,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.15,0.3333333,0.615,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.15,0.5,0.72,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.15,0.6666667,0.842,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.15,0.8333333,0.9225,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.15,1.0,0.9685,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.2,0.1666667,0.6345,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.2,0.3333333,0.6345,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.2,0.5,0.7475,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.2,0.6666667,0.8505,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.2,0.8333333,0.8505,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.2,1.0,0.9665,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.25,0.1666667,0.6355,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.25,0.3333333,0.6355,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.25,0.5,0.75,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.25,0.6666667,0.75,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.25,0.8333333,0.8755,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.25,1.0,0.961,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.3,0.1666667,0.599,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.3,0.3333333,0.599,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.3,0.5,0.7695,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.3,0.6666667,0.7695,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.3,0.8333333,0.875,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.3,1.0,0.955,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.4,0.1666667,0.605,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.4,0.3333333,0.605,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.4,0.5,0.605,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.4,0.6666667,0.783,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.4,0.8333333,0.783,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.4,1.0,0.9105,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.5,0.1666667,0.6645,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.5,0.3333333,0.6645,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.5,0.5,0.6645,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.5,0.6666667,0.6645,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.5,0.8333333,0.7965,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.5,1.0,0.86,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.6,0.1666667,0.6615,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.6,0.3333333,0.6615,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.6,0.5,0.6615,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.6,0.6666667,0.6615,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.6,0.8333333,0.6615,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.6,1.0,0.7745,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.7,0.1666667,0.6025,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.7,0.3333333,0.6025,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.7,0.5,0.6025,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.7,0.6666667,0.6025,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.7,0.8333333,0.6025,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.7,1.0,0.693,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.8,0.1666667,0.5855,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.8,0.3333333,0.5855,2000
tep,1,0,EAC-1NN,mixed_spurious_timing_late,0.8,0.5,0.5855,2000
