dataset,fold,repeat,method,scenario,severity,progress,score,n
fcc,0,0,MBW-LR,spurious_events,0.0,0.5,0.95625,3200
fcc,0,0,MBW-LR,spurious_events,0.0,0.6666667,0.98125,3200
fcc,0,0,MBW-LR,spurious_events,0.0,0.8333333,0.99375,3200
fcc,0,0,MBW-LR,spurious_events,0.0,1.0,0.996875,3200
fcc,0,0,MBW-LR,spurious_events,0.05,0.1666667,0.8784375,3200
fcc,0,0,MBW-LR,spurious_events,0.05,0.3333333,0.8784375,3200
fcc,0,0,MBW-LR,spurious_events,0.05,0.5,0.9546875,3200
fcc,0,0,MBW-LR,spurious_events,0.05,0.6666667,0.9778125,3200
fcc,0,0,MBW-LR,spurious_events,0.05,0.8333333,0.989375,3200
fcc,0,0,MBW-LR,spurious_events,0.05,1.0,0.995,3200
fcc,0,0,MBW-LR,spurious_events,0.1,0.1666667,0.87375,3200
fcc,0,0,MBW-LR,spurious_events,0.1,0.3333333,0.87375,3200
fcc,0,0,MBW-LR,spurious_events,0.1,0.5,0.9446875,3200
fcc,0,0,MBW-LR,spurious_events,0.1,0.6666667,0.965625,3200
fcc,0,0,MBW-LR,spurious_events,0.1,0.8333333,0.9809375,3200
fcc,0,0,MBW-LR,spurious_events,0.1,1.0,0.983125,3200
fcc,0,0,MBW-LR,spurious_events,0.15,0.1666667,0.8728125,3200
fcc,0,0,MBW-LR,spurious_events,0.15,0.3333333,0.8728125,3200
fcc,0,0,MBW-LR,spurious_events,0.15,0.5,0.941875,3200
fcc,0,0,MBW-LR,spurious_events,0.15,0.6666667,0.958125,3200
fcc,0,0,MBW-LR,spurious_events,0.15,0.8333333,0.964375,3200
fcc,0,0,MBW-LR,spurious_events,0.15,1.0,0.96875,3200
fcc,0,0,MBW-LR,spurious_events,0.2,0.1666667,0.8628125,3200
fcc,0,0,MBW-LR,spurious_events,0.2,0.3333333,0.8628125,3200
fcc,0,0,MBW-LR,spurious_events,0.2,0.5,0.925625,3200
fcc,0,0,MBW-LR,spurious_events,0.2,0.6666667,0.94125,3200
fcc,0,0,MBW-LR,spurious_events,0.2,0.8333333,0.944375,3200
fcc,0,0,MBW-LR,spurious_events,0.2,1.0,0.94375,3200
fcc,0,0,MBW-LR,spurious_events,0.25,0.1666667,0.8565625,3200
fcc,0,0,MBW-LR,spurious_events,0.25,0.3333333,0.8565625,3200
fcc,0,0,MBW-LR,spurious_events,0.25,0.5,0.913125,3200
fcc,0,0,MBW-LR,spurious_events,0.25,0.6666667,0.929375,3200
fcc,0,0,MBW-LR,spurious_events,0.25,0.8333333,0.9303125,3200
fcc,0,0,MBW-LR,spurious_events,0.25,1.0,0.93125,3200
fcc,0,0,MBW-LR,spurious_events,0.3,0.1666667,0.8540625,3200
fcc,0,0,MBW-LR,spurious_events,0.3,0.3333333,0.8540625,3200
fcc,0,0,MBW-LR,spurious_events,0.3,0.5,0.9059375,3200
fcc,0,0,MBW-LR,spurious_events,0.3,0.6666667,0.913125,3200
fcc,0,0,MBW-LR,spurious_events,0.3,0.8333333,0.9140625,3200
fcc,0,0,MBW-LR,spurious_events,0.3,1.0,0.9075,3200
fcc,0,0,MBW-LR,spurious_events,0.4,0.1666667,0.8390625,3200
fcc,0,0,MBW-LR,spurious_events,0.4,0.3333333,0.8390625,3200
fcc,0,0,MBW-LR,spurious_events,0.4,0.5,0.8865625,3200
fcc,0,0,MBW-LR,spurious_events,0.4,0.6666667,0.895625,3200
fcc,0,0,MBW-LR,spurious_events,0.4,0.8333333,0.8903125,3200
fcc,0,0,MBW-LR,spurious_events,0.4,1.0,0.8759375,3200
fcc,0,0,MBW-LR,spurious_events,0.5,0.1666667,0.8409375,3200
fcc,0,0,MBW-LR,spurious_events,0.5,0.3333333,0.8409375,3200
fcc,0,0,MBW-LR,spurious_events,0.5,0.5,0.8771875,3200
fcc,0,0,MBW-LR,spurious_events,0.5,0.6666667,0.8771875,3200
fcc,0,0,MBW-LR,spurious_events,0.5,0.8333333,0.8659375,3200
fcc,0,0,MBW-LR,spurious_events,0.5,1.0,0.8490625,3200
fcc,0,0,MBW-LR,spurious_events,0.6,0.1666667,0.8125,3200
fcc,0,0,MBW-LR,spurious_events,0.6,0.3333333,0.8125,3200
fcc,0,0,MBW-LR,spurious_events,0.6,0.5,0.854375,3200
fcc,0,0,MBW-LR,spurious_events,0.6,0.6666667,0.854375,3200
fcc,0,0,MBW-LR,spurious_events,0.6,0.8333333,0.833125,3200
fcc,0,0,MBW-LR,spurious_events,0.6,1.0,0.8028125,3200
fcc,0,0,MBW-LR,spurious_events,0.7,0.1666667,0.81125,3200
fcc,0,0,MBW-LR,spurious_events,0.7,0.3333333,0.81125,3200
fcc,0,0,MBW-LR,spurious_events,0.7,0.5,0.8365625,3200
fcc,0,0,MBW-LR,spurious_events,0.7,0.6666667,0.835,3200
fcc,0,0,MBW-LR,spurious_events,0.7,0.8333333,0.8128125,3200
fcc,0,0,MBW-LR,spurious_events,0.7,1.0,0.771875,3200
fcc,0,0,MBW-LR,spurious_events,0.8,0.1666667,0.8034375,3200
fcc,0,0,MBW-LR,spurious_events,0.8,0.3333333,0.8034375,3200
fcc,0,0,MBW-LR,spurious_events,0.8,0.5,0.8203125,3200
fcc,0,0,MBW-LR,spurious_events,0.8,0.6666667,0.811875,3200
fcc,0,0,MBW-LR,spurious_events,0.8,0.8333333,0.7865625,3200
fcc,0,0,MBW-LR,spurious_events,0.8,1.0,0.735,3200
fcc,0,0,MBW-LR,spurious_events,0.9,0.1666667,0.7875,3200
fcc,0,0,MBW-LR,spurious_events,0.9,0.3333333,0.7875,3200
fcc,0,0,MBW-LR,spurious_events,0.9,0.5,0.8103125,3200
fcc,0,0,MBW-LR,spurious_events,0.9,0.6666667,0.7946875,3200
fcc,0,0,MBW-LR,spurious_events,0.9,0.8333333,0.76375,3200
fcc,0,0,MBW-LR,spurious_events,0.9,1.0,0.704375,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.0,0.1666667,0.878125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.0,0.3333333,0.878125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.0,0.5,0.95625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.0,0.6666667,0.98125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.0,0.8333333,0.99375,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.0,1.0,0.996875,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.05,0.1666667,0.878125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.05,0.3333333,0.878125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.05,0.5,0.95625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.05,0.6666667,0.98125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.05,0.8333333,0.99375,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.05,1.0,0.996875,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.1,0.1666667,0.8753125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.1,0.3333333,0.8753125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.1,0.5,0.955,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.1,0.6666667,0.9803125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.1,0.8333333,0.9928125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.1,1.0,0.9959375,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.15,0.1666667,0.87625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.15,0.3333333,0.87625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.15,0.5,0.95625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.15,0.6666667,0.9803125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.15,0.8333333,0.9915625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.15,1.0,0.9965625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.2,0.1666667,0.8709375,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.2,0.3333333,0.8709375,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.2,0.5,0.950625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.2,0.6666667,0.9803125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.2,0.8333333,0.990625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.2,1.0,0.99375,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.25,0.1666667,0.8625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.25,0.3333333,0.8625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.25,0.5,0.9484375,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.25,0.6666667,0.9778125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.25,0.8333333,0.989375,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.25,1.0,0.993125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.3,0.1666667,0.86,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.3,0.3333333,0.86,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.3,0.5,0.946875,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.3,0.6666667,0.9775,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.3,0.8333333,0.9875,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.3,1.0,0.9921875,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.4,0.1666667,0.8490625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.4,0.3333333,0.8490625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.4,0.5,0.9446875,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.4,0.6666667,0.973125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.4,0.8333333,0.9853125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.4,1.0,0.9890625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.5,0.1666667,0.8325,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.5,0.3333333,0.8325,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.5,0.5,0.9353125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.5,0.6666667,0.9703125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.5,0.8333333,0.981875,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.5,1.0,0.9878125,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.6,0.1666667,0.80625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.6,0.3333333,0.80625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.6,0.5,0.914375,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.6,0.6666667,0.9590625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.6,0.8333333,0.9709375,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.6,1.0,0.981875,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.7,0.1666667,0.7859375,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.7,0.3333333,0.7859375,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.7,0.5,0.91,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.7,0.6666667,0.94625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.7,0.8333333,0.9675,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.7,1.0,0.975,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.8,0.1666667,0.7725,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.8,0.3333333,0.7725,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.8,0.5,0.88625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.8,0.6666667,0.9271875,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.8,0.8333333,0.9546875,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.8,1.0,0.96375,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.9,0.1666667,0.755625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.9,0.3333333,0.755625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.9,0.5,0.8640625,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.9,0.6666667,0.9234375,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.9,0.8333333,0.9521875,3200
fcc,0,0,MBW-LR,timing_uncertainty,0.9,1.0,0.9653125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.0,0.1666667,0.40625,3200
fcc,0,0,WDI-1NN,late_time_delay,0.0,0.3333333,0.40625,3200
fcc,0,0,WDI-1NN,late_time_delay,0.0,0.5,0.559375,3200
fcc,0,0,WDI-1NN,late_time_delay,0.0,0.6666667,0.725,3200
fcc,0,0,WDI-1NN,late_time_delay,0.0,0.8333333,0.7875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.0,1.0,0.81875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.05,0.1666667,0.18125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.05,0.3333333,0.18125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.05,0.5,0.3125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.05,0.6666667,0.453125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.05,0.8333333,0.50625,3200
fcc,0,0,WDI-1NN,late_time_delay,0.05,1.0,0.553125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.1,0.1666667,0.1875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.1,0.3333333,0.1875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.1,0.5,0.33125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.1,0.6666667,0.403125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.1,0.8333333,0.41875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.1,1.0,0.4625,3200
fcc,0,0,WDI-1NN,late_time_delay,0.15,0.1666667,0.14375,3200
fcc,0,0,WDI-1NN,late_time_delay,0.15,0.3333333,0.14375,3200
fcc,0,0,WDI-1NN,late_time_delay,0.15,0.5,0.284375,3200
fcc,0,0,WDI-1NN,late_time_delay,0.15,0.6666667,0.35,3200
fcc,0,0,WDI-1NN,late_time_delay,0.15,0.8333333,0.359375,3200
fcc,0,0,WDI-1NN,late_time_delay,0.15,1.0,0.396875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.2,0.1666667,0.13125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.2,0.3333333,0.13125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.2,0.5,0.24375,3200
fcc,0,0,WDI-1NN,late_time_delay,0.2,0.6666667,0.271875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.2,0.8333333,0.271875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.2,1.0,0.365625,3200
fcc,0,0,WDI-1NN,late_time_delay,0.25,0.1666667,0.109375,3200
fcc,0,0,WDI-1NN,late_time_delay,0.25,0.3333333,0.109375,3200
fcc,0,0,WDI-1NN,late_time_delay,0.25,0.5,0.178125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.25,0.6666667,0.178125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.25,0.8333333,0.2125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.25,1.0,0.2875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.3,0.1666667,0.090625,3200
fcc,0,0,WDI-1NN,late_time_delay,0.3,0.3333333,0.090625,3200
fcc,0,0,WDI-1NN,late_time_delay,0.3,0.5,0.121875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.3,0.6666667,0.121875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.3,0.8333333,0.175,3200
fcc,0,0,WDI-1NN,late_time_delay,0.3,1.0,0.24375,3200
fcc,0,0,WDI-1NN,late_time_delay,0.4,0.1666667,0.078125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.4,0.3333333,0.078125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.4,0.5,0.078125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.4,0.6666667,0.08125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.4,0.8333333,0.08125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.4,1.0,0.18125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.5,0.1666667,0.071875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.5,0.3333333,0.071875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.5,0.5,0.071875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.5,0.6666667,0.071875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.5,0.8333333,0.1125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.5,1.0,0.153125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.6,0.1666667,0.071875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.6,0.3333333,0.071875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.6,0.5,0.071875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.6,0.6666667,0.071875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.6,0.8333333,0.071875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.6,1.0,0.15,3200
fcc,0,0,WDI-1NN,late_time_delay,0.7,0.1666667,0.103125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.7,0.3333333,0.103125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.7,0.5,0.103125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.7,0.6666667,0.103125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.7,0.8333333,0.103125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.7,1.0,0.115625,3200
fcc,0,0,WDI-1NN,late_time_delay,0.8,0.1666667,0.1,3200
fcc,0,0,WDI-1NN,late_time_delay,0.8,0.3333333,0.1,3200
fcc,0,0,WDI-1NN,late_time_delay,0.8,0.5,0.1,3200
fcc,0,0,WDI-1NN,late_time_delay,0.8,0.6666667,0.1,3200
fcc,0,0,WDI-1NN,late_time_delay,0.8,0.8333333,0.1,3200
fcc,0,0,WDI-1NN,late_time_delay,0.8,1.0,0.103125,3200
fcc,0,0,WDI-1NN,late_time_delay,0.9,0.1666667,0.096875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.9,0.3333333,0.096875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.9,0.5,0.096875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.9,0.6666667,0.096875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.9,0.8333333,0.096875,3200
fcc,0,0,WDI-1NN,late_time_delay,0.9,1.0,0.096875,3200
fcc,0,0,WDI-1NN,missing_events,0.0,0.1666667,0.40625,3200
fcc,0,0,WDI-1NN,missing_events,0.0,0.3333333,0.40625,3200
fcc,0,0,WDI-1NN,missing_events,0.0,0.5,0.559375,3200
fcc,0,0,WDI-1NN,missing_events,0.0,0.6666667,0.725,3200
fcc,0,0,WDI-1NN,missing_events,0.0,0.8333333,0.7875,3200
fcc,0,0,WDI-1NN,missing_events,0.0,1.0,0.81875,3200
fcc,0,0,WDI-1NN,missing_events,0.05,0.1666667,0.39625,3200
fcc,0,0,WDI-1NN,missing_events,0.05,0.3333333,0.39625,3200
fcc,0,0,WDI-1NN,missing_events,0.05,0.5,0.54625,3200
fcc,0,0,WDI-1NN,missing_events,0.05,0.6666667,0.7121875,3200
fcc,0,0,WDI-1NN,missing_events,0.05,0.8333333,0.77875,3200
fcc,0,0,WDI-1NN,missing_events,0.05,1.0,0.8134375,3200
fcc,0,0,WDI-1NN,missing_events,0.1,0.1666667,0.368125,3200
fcc,0,0,WDI-1NN,missing_events,0.1,0.3333333,0.368125,3200
fcc,0,0,WDI-1NN,missing_events,0.1,0.5,0.5159375,3200
fcc,0,0,WDI-1NN,missing_events,0.1,0.6666667,0.6828125,3200
fcc,0,0,WDI-1NN,missing_events,0.1,0.8333333,0.7546875,3200
fcc,0,0,WDI-1NN,missing_events,0.1,1.0,0.7915625,3200
fcc,0,0,WDI-1NN,missing_events,0.15,0.1666667,0.3446875,3200
fcc,0,0,WDI-1NN,missing_events,0.15,0.3333333,0.3446875,3200
fcc,0,0,WDI-1NN,missing_events,0.15,0.5,0.4925,3200
fcc,0,0,WDI-1NN,missing_events,0.15,0.6666667,0.6496875,3200
fcc,0,0,WDI-1NN,missing_events,0.15,0.8333333,0.720625,3200
fcc,0,0,WDI-1NN,missing_events,0.15,1.0,0.7771875,3200
fcc,0,0,WDI-1NN,missing_events,0.2,0.1666667,0.3275,3200
fcc,0,0,WDI-1NN,missing_events,0.2,0.3333333,0.3275,3200
fcc,0,0,WDI-1NN,missing_events,0.2,0.5,0.458125,3200
fcc,0,0,WDI-1NN,missing_events,0.2,0.6666667,0.6121875,3200
fcc,0,0,WDI-1NN,missing_events,0.2,0.8333333,0.6778125,3200
fcc,0,0,WDI-1NN,missing_events,0.2,1.0,0.7265625,3200
fcc,0,0,WDI-1NN,missing_events,0.25,0.1666667,0.30375,3200
fcc,0,0,WDI-1NN,missing_events,0.25,0.3333333,0.30375,3200
fcc,0,0,WDI-1NN,missing_events,0.25,0.5,0.43125,3200
fcc,0,0,WDI-1NN,missing_events,0.25,0.6666667,0.5734375,3200
fcc,0,0,WDI-1NN,missing_events,0.25,0.8333333,0.635,3200
fcc,0,0,WDI-1NN,missing_events,0.25,1.0,0.688125,3200
fcc,0,0,WDI-1NN,missing_events,0.3,0.1666667,0.2809375,3200
fcc,0,0,WDI-1NN,missing_events,0.3,0.3333333,0.2809375,3200
fcc,0,0,WDI-1NN,missing_events,0.3,0.5,0.41125,3200
fcc,0,0,WDI-1NN,missing_events,0.3,0.6666667,0.5225,3200
fcc,0,0,WDI-1NN,missing_events,0.3,0.8333333,0.590625,3200
fcc,0,0,WDI-1NN,missing_events,0.3,1.0,0.644375,3200
fcc,0,0,WDI-1NN,missing_events,0.4,0.1666667,0.2325,3200
fcc,0,0,WDI-1NN,missing_events,0.4,0.3333333,0.2325,3200
fcc,0,0,WDI-1NN,missing_events,0.4,0.5,0.3253125,3200
fcc,0,0,WDI-1NN,missing_events,0.4,0.6666667,0.4284375,3200
fcc,0,0,WDI-1NN,missing_events,0.4,0.8333333,0.4928125,3200
fcc,0,0,WDI-1NN,missing_events,0.4,1.0,0.55875,3200
fcc,0,0,WDI-1NN,missing_events,0.5,0.1666667,0.200625,3200
fcc,0,0,WDI-1NN,missing_events,0.5,0.3333333,0.200625,3200
fcc,0,0,WDI-1NN,missing_events,0.5,0.5,0.249375,3200
fcc,0,0,WDI-1NN,missing_events,0.5,0.6666667,0.321875,3200
fcc,0,0,WDI-1NN,missing_events,0.5,0.8333333,0.3625,3200
fcc,0,0,WDI-1NN,missing_events,0.5,1.0,0.4134375,3200
fcc,0,0,WDI-1NN,missing_events,0.6,0.1666667,0.173125,3200
fcc,0,0,WDI-1NN,missing_events,0.6,0.3333333,0.173125,3200
fcc,0,0,WDI-1NN,missing_events,0.6,0.5,0.20875,3200
fcc,0,0,WDI-1NN,missing_events,0.6,0.6666667,0.25,3200
fcc,0,0,WDI-1NN,missing_events,0.6,0.8333333,0.2790625,3200
fcc,0,0,WDI-1NN,missing_events,0.6,1.0,0.315,3200
fcc,0,0,WDI-1NN,missing_events,0.7,0.1666667,0.1390625,3200
fcc,0,0,WDI-1NN,missing_events,0.7,0.3333333,0.1390625,3200
fcc,0,0,WDI-1NN,missing_events,0.7,0.5,0.15625,3200
fcc,0,0,WDI-1NN,missing_events,0.7,0.6666667,0.175,3200
fcc,0,0,WDI-1NN,missing_events,0.7,0.8333333,0.1934375,3200
fcc,0,0,WDI-1NN,missing_events,0.7,1.0,0.2240625,3200
fcc,0,0,WDI-1NN,missing_events,0.8,0.1666667,0.109375,3200
fcc,0,0,WDI-1NN,missing_events,0.8,0.3333333,0.109375,3200
fcc,0,0,WDI-1NN,missing_events,0.8,0.5,0.1209375,3200
fcc,0,0,WDI-1NN,missing_events,0.8,0.6666667,0.1328125,3200
fcc,0,0,WDI-1NN,missing_events,0.8,0.8333333,0.1425,3200
fcc,0,0,WDI-1NN,missing_events,0.8,1.0,0.155,3200
fcc,0,0,WDI-1NN,missing_events,0.9,0.1666667,0.0834375,3200
fcc,0,0,WDI-1NN,missing_events,0.9,0.3333333,0.0834375,3200
fcc,0,0,WDI-1NN,missing_events,0.9,0.5,0.089375,3200
fcc,0,0,WDI-1NN,missing_events,0.9,0.6666667,0.0934375,3200
fcc,0,0,WDI-1NN,missing_events,0.9,0.8333333,0.098125,3200
fcc,0,0,WDI-1NN,missing_events,0.9,1.0,0.1071875,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.0,0.1666667,0.40625,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.0,0.3333333,0.40625,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.0,0.5,0.559375,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.0,0.6666667,0.725,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.0,0.8333333,0.7875,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.0,1.0,0.81875,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.05,0.1666667,0.394375,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.05,0.3333333,0.394375,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.05,0.5,0.5471875,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.05,0.6666667,0.71375,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.05,0.8333333,0.778125,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.05,1.0,0.8140625,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.1,0.1666667,0.3634375,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.1,0.3333333,0.3634375,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.1,0.5,0.52375,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.1,0.6666667,0.685,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.1,0.8333333,0.74625,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.1,1.0,0.7896875,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.15,0.1666667,0.3471875,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.15,0.3333333,0.3471875,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.15,0.5,0.49125,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.15,0.6666667,0.64625,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.15,0.8333333,0.7159375,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.15,1.0,0.7553125,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.2,0.1666667,0.3171875,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.2,0.3333333,0.3171875,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.2,0.5,0.464375,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.2,0.6666667,0.6065625,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.2,0.8333333,0.670625,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.2,1.0,0.7159375,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.25,0.1666667,0.295,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.25,0.3333333,0.295,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.25,0.5,0.416875,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.25,0.6666667,0.5575,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.25,0.8333333,0.6190625,3200
fcc,0,0,WDI-1NN,mixed_missing_spurious,0.25,1.0,0.66625,3200
